T,D,P
右,오른쪽,う·ゆう/みぎ
口,입,く·こう/くち
校,校,こう/',,こう/',
左,왼쪽,さ/ひだり
糸,실,し/いと
字,지명(마을),じ/あざ
車,차,しゃ/くるま
森,숲,しん/もり
夕,저녁,せき/ゆう
石,돌,しゃく·せき·こく/いし
手,손,しゅ/て
女,여자,じょ·にょ·にょう/おんな
小,작다,しょう/ちいさい
下,,か·げ/おりる·おろす·くださる·くだす·くだる·さがる·さげる·した·しも
空,,くう/あく·あける·から·そら
上,,じょう·しょう/あがる·あげる·うえ·うわ·かみ·のぼる
正,,しょう·せい/ただしい·ただす
生,,しょう·せい/いかす·いきる·いける·うまれる·うむ·なま·はえる·はやす
青,,せい·しょう/あお·あおい
赤,,せき·しゃく/あか·あかい
出,,しゅつ·すい/だす·でる
足,,そく/あし·たす·たりる
立,,りつ·りゅう/たつ·たてる
